dataset,algorithm,fold,roc_auc,train_time_s,inference_time_s,error
breast-w,tabpfn,3,0.9959632204530164,0.3842376290122047,0.3124585039913654,
breast-w,tabpfn,4,0.9945054945054944,0.3831230979412794,0.4756924789398908,
breast-w,tabicl,0,0.9977355072463768,0.2541618579998612,0.0871009430848062,
breast-w,tabicl,1,0.9875452898550724,0.2636761739850044,0.0584318380570039,
breast-w,tabicl,2,0.995697463768116,0.3904468599939719,0.0585375049849972,
breast-w,tabicl,3,0.9961874859834045,0.2642223270377144,0.0579227400012314,
breast-w,tabicl,4,0.9958791208791208,0.2668595769209787,0.0584900850662961,
semeion,random_forest,0,0.9965272314013462,0.1166853819740936,0.0140952720539644,
semeion,random_forest,1,0.9968534712253868,0.1128333749948069,0.0136666810140013,
semeion,random_forest,2,0.9962983592217016,0.1109015330439433,0.0136649679625406,
semeion,random_forest,3,0.9959123844782284,0.1120929269818589,0.0136740320594981,
semeion,random_forest,4,0.9958486352848568,0.1133814259665086,0.013909353991039,
semeion,xgboost,0,0.9967874435117926,1.08087254606653,0.1118587959790602,
semeion,xgboost,1,0.9974764627970318,0.2806463110027835,0.021323133027181,
semeion,xgboost,2,0.9946457908582844,0.2860067370347678,0.0215910050319507,
semeion,xgboost,3,0.9942715194423986,0.2899696700042113,0.021865174989216,
semeion,xgboost,4,0.9945106169892264,0.2894399169599637,0.0214623420033603,
semeion,lightgbm,0,0.9979815922490356,0.3485995250521227,0.0054345870157703,
semeion,lightgbm,1,0.9984189349242816,0.3621231120778247,0.0060582300648093,
semeion,lightgbm,2,0.9964853814278928,0.3511584259103983,0.0055048509966582,
semeion,lightgbm,3,0.9960260689841236,0.3558265049941838,0.0054443110711872,
semeion,lightgbm,4,0.997477111057707,0.3579021031036973,0.0119449930498376,
semeion,catboost,0,0.9985035146508752,16.323697398067452,0.0066026450367644,
semeion,catboost,1,0.9981461416665892,16.203836341039278,0.006339221028611,
semeion,catboost,2,0.9976526511093514,16.381979924975894,0.0059286260511726,
semeion,catboost,3,0.9964678294757958,19.980952729005367,0.0061153849819675,
semeion,catboost,4,0.9973690980046704,19.81350070401095,0.0059024268994107,
semeion,tabpfn,0,0.999601769635208,1.0648521310649812,1.2036907800938934,
semeion,tabpfn,1,0.998856985864353,0.824635638971813,0.4807532059494406,
semeion,tabpfn,2,0.9986252388445545,0.668846664018929,0.4832316659158095,
semeion,tabpfn,3,0.9989691096668872,0.7309608269715682,0.6037160449195653,
semeion,tabpfn,4,0.998681573884416,0.6822649019304663,0.4784549940377474,
semeion,tabicl,0,0.9997252897356164,0.5586101160151884,0.4757687929086387,
semeion,tabicl,1,0.9993659937156916,0.4810000149300322,0.323032308020629,
semeion,tabicl,2,0.9988887292135896,0.4946776520228013,0.323288531973958,
semeion,tabicl,3,0.9984255651409958,0.4862151630222797,0.3776172390207648,
semeion,tabicl,4,0.999187049182132,0.4948417070554569,0.3233328079804778,
electricity,random_forest,0,0.9719459549157534,0.6757943730335683,0.0268863230012357,
electricity,random_forest,1,0.9699119015394184,0.7411804340081289,0.0260230039712041,
electricity,random_forest,2,0.9677273646010724,0.6654792260378599,0.0261274700751528,
electricity,random_forest,3,0.9707555862159032,0.6796051519922912,0.0264920350164175,
electricity,random_forest,4,0.9704242401283416,0.6653053760528564,0.0268510309979319,
electricity,xgboost,0,0.9708595367991342,0.2806500539882108,0.0054995090467855,
electricity,xgboost,1,0.971098108765894,0.0787404560251161,0.0051840079249814,
electricity,xgboost,2,0.9667636571536236,0.0750468309270218,0.0051723209908232,
electricity,xgboost,3,0.9691726267009368,0.0754324280424043,0.0054070909973233,
electricity,xgboost,4,0.9686734268413012,0.0759667049860581,0.0051966470200568,
electricity,lightgbm,0,0.95639866210336,0.0932097639888525,0.0078542239498347,
electricity,lightgbm,1,0.9571604728483925,0.0989805880235508,0.0071350809885188,
electricity,lightgbm,2,0.9505438487137816,0.0876730490708723,0.007091035018675,
electricity,lightgbm,3,0.9540836068797368,0.0874750830698758,0.0073724651010707,
electricity,lightgbm,4,0.9546114677398012,0.0878467089496553,0.0072975830407813,
electricity,catboost,0,0.9593328107589854,8.677385666058399,0.0099252350628376,
electricity,catboost,1,0.9571170440297956,8.632425516028889,0.0065665210131555,
electricity,catboost,2,0.9507891121096216,8.648346171015874,0.0062552969902753,
electricity,catboost,3,0.9574093546016234,8.685733127989806,0.0069420320214703,
electricity,catboost,4,0.955903829633032,8.660122907022014,0.0060147868935018,
electricity,tabpfn,0,0.9852149664230202,0.8476025209529325,5.339503149967641,
electricity,tabpfn,1,0.9845988403035384,0.5774808350251988,4.06715457898099,
electricity,tabpfn,2,0.9827241956913296,0.5622973090503365,4.342431572964415,
electricity,tabpfn,3,0.9847472635598308,0.5035490510053933,4.091807137010619,
electricity,tabpfn,4,0.9832904373693588,0.4994408478960395,4.1075621959753335,
electricity,tabicl,0,0.9816393021091008,0.4006141299614683,2.2235960479592904,
electricity,tabicl,1,0.9810084007231658,0.3597905929200351,2.027541841031052,
electricity,tabicl,2,0.978746821432746,0.4916155519895255,2.0940560060553253,
electricity,tabicl,3,0.9802911758262656,0.3518249139888212,2.0322388489730656,
electricity,tabicl,4,0.9805111926191196,0.3638396830065176,2.038592078955844,
wdbc,random_forest,0,0.9983622666229938,0.0961316720349714,0.0141588749829679,
wdbc,random_forest,1,0.9785456927612186,0.0959195049945265,0.0140323570230975,
wdbc,random_forest,2,0.9788359788359788,0.0996074751019477,0.0136299069272354,
wdbc,random_forest,3,0.9945436507936508,0.0963139330269768,0.0137843169504776,
wdbc,random_forest,4,0.9924547283702212,0.0962095380527898,0.0138488429365679,
wdbc,xgboost,0,1.0,0.2548789919819683,0.0048045950243249,
wdbc,xgboost,1,0.9898460530625612,0.0465491089271381,0.0048225920181721,
wdbc,xgboost,2,0.9890873015873016,0.0481043780455365,0.0045594900147989,
wdbc,xgboost,3,0.998015873015873,0.0481630349531769,0.0047790269600227,
wdbc,xgboost,4,0.9916163648558014,0.046801644959487,0.0083626910345628,
wdbc,lightgbm,0,0.9990173599737964,0.0635567619465291,0.0016016679583117,
wdbc,lightgbm,1,0.9888634130363576,0.0610876000719144,0.0014566830359399,
wdbc,lightgbm,2,0.9814814814814816,0.0609349330188706,0.002011248958297,
wdbc,lightgbm,3,0.9976851851851852,0.0629841689951717,0.0014840830117464,
wdbc,lightgbm,4,0.9956405097250168,0.0613961409544572,0.0014794958988204,
wdbc,catboost,0,0.9986898132983952,5.598702664021403,0.0019816650310531,
wdbc,catboost,1,0.9921388797903702,5.186209719977342,0.0018095890991389,
wdbc,catboost,2,0.9864417989417988,5.0573571709683165,0.0017675050767138,
wdbc,catboost,3,0.9993386243386244,4.924099272931926,0.0015616490272805,
wdbc,catboost,4,0.9969818913480886,4.9414188109803945,0.0015864949673414,
wdbc,tabpfn,0,0.9990173599737964,0.7437099399976432,1.1689635129878295,
wdbc,tabpfn,1,0.9980347199475924,0.4381477129645645,0.3212779540335759,
wdbc,tabpfn,2,0.9890873015873016,0.3801794439787045,0.3204847499728203,
wdbc,tabpfn,3,1.0,0.3807546619791537,0.3203463250538334,
wdbc,tabpfn,4,1.0,0.3801977719413116,0.4887867310317233,
wdbc,tabicl,0,0.9993449066491976,0.2681837440468371,0.0900657649617642,
wdbc,tabicl,1,0.99737962659679,0.2712457210291177,0.0725010419264435,
wdbc,tabicl,2,0.988095238095238,0.3595615270314738,0.0731368800625205,
wdbc,tabicl,3,1.0,0.256574100931175,0.0731092479545623,
wdbc,tabicl,4,1.0,0.25839507591445,0.0732261120574548,
adult,random_forest,0,0.9020354527118551,0.6023169599939138,0.0546118830097839,
adult,random_forest,1,0.9063336790287008,0.7683058400871232,0.0461958829546347,
adult,random_forest,2,0.9095948882910624,0.7481421390548348,0.0560943629825487,
adult,random_forest,3,0.9052021429846068,0.6338979259599,0.0459564459742978,
adult,random_forest,4,0.9057459277182917,0.5797255489742383,0.0453651329735294,
adult,xgboost,0,0.9255186783132506,0.3316560209495947,0.0063497290248051,
adult,xgboost,1,0.9280236746646278,0.1288199200062081,0.0062768410425633,
adult,xgboost,2,0.9290873554890702,0.1276696149725467,0.006405052030459,
adult,xgboost,3,0.9308977351295304,0.1277325880946591,0.007299656048417,
adult,xgboost,4,0.927945168579026,0.1221149010816589,0.0063985319575294,
adult,lightgbm,0,0.926668003171234,0.1733556559775024,0.0103642059257254,
adult,lightgbm,1,0.9292176935706992,0.1843205979093909,0.0108792840037494,
adult,lightgbm,2,0.9285742624759395,0.1878560209879651,0.0113534519914537,
adult,lightgbm,3,0.9331329906801392,0.1798111230600625,0.0108592649921774,
adult,lightgbm,4,0.9301889176170302,0.1713829450309276,0.0109439410734921,
adult,catboost,0,0.927436896205858,20.7107196059078,0.0188845329685136,
adult,catboost,1,0.9296434813630136,20.54069226293359,0.0157729720231145,
adult,catboost,2,0.9303204946929524,21.909830678952854,0.0152789760613814,
adult,catboost,3,0.932864567686962,22.20899670710787,0.0167482270626351,
adult,catboost,4,0.9304978790178442,21.730182296945717,0.0161812310107052,
adult,tabpfn,0,0.9154586323057212,1.233569510979578,6.079002187005244,
adult,tabpfn,1,0.9189883109379604,0.9636088360566646,4.890627825981937,
adult,tabpfn,2,0.9170368243639516,0.916865929029882,5.629338099970482,
adult,tabpfn,3,0.9202072848555016,0.8637044279603288,4.903187486925162,
adult,tabpfn,4,0.9199415682616976,0.8762932720128447,4.913337773061357,
adult,tabicl,0,0.9233811343804116,0.6575613049790263,2.7041180400410667,
adult,tabicl,1,0.9271678397631176,0.5921677430160344,2.547398502007127,
adult,tabicl,2,0.926325964383669,0.6110263379523531,2.6043298150179908,
adult,tabicl,3,0.9290022190747372,0.5758184620644897,2.5491204110439867,
adult,tabicl,4,0.9278897449748352,0.5577578590018675,2.552358609973453,
mfeat-karhunen,random_forest,0,0.9970173611111112,0.173562180949375,0.0134427660377696,
mfeat-karhunen,random_forest,1,0.9971805555555556,0.1583919500699266,0.0133781799813732,
mfeat-karhunen,random_forest,2,0.997892361111111,0.1597580560483038,0.0133818349568173,
mfeat-karhunen,random_forest,3,0.9964479166666668,0.1589936870150268,0.013487022020854,
mfeat-karhunen,random_forest,4,0.9989236111111108,0.1619692519307136,0.0133441900834441,
mfeat-karhunen,xgboost,0,0.9974861111111112,0.6699632370145991,0.0084423329681158,
mfeat-karhunen,xgboost,1,0.9982500000000002,0.4572514049941674,0.0081856910837814,
mfeat-karhunen,xgboost,2,0.9972708333333336,0.4463740920182317,0.0077437920263037,
mfeat-karhunen,xgboost,3,0.9965069444444444,0.4585780729539692,0.0077260950347408,
mfeat-karhunen,xgboost,4,0.9993541666666664,0.4598193620331585,0.0084608199540525,
mfeat-karhunen,lightgbm,0,0.998576388888889,0.7559296089457348,0.006257245899178,
mfeat-karhunen,lightgbm,1,0.9989027777777778,0.753718432970345,0.0052084429189562,
mfeat-karhunen,lightgbm,2,0.9978125,0.757317436975427,0.0062838260782882,
mfeat-karhunen,lightgbm,3,0.9976944444444444,0.7589708319865167,0.0052165749948471,
mfeat-karhunen,lightgbm,4,0.9993680555555556,0.7617840450257063,0.0052484630141407,
mfeat-karhunen,catboost,0,0.9989375,17.481016038102098,0.0037477959413081,
mfeat-karhunen,catboost,1,0.998965277777778,16.98113085795194,0.0029702269239351,
mfeat-karhunen,catboost,2,0.9990486111111112,17.41183470399119,0.003230795962736,
mfeat-karhunen,catboost,3,0.9989861111111112,17.553519723005593,0.0040700869867578,
mfeat-karhunen,catboost,4,0.9997013888888888,17.525257258908823,0.0033567029749974,
mfeat-karhunen,tabpfn,0,0.999875,0.7199121760204434,1.2184407439781353,
mfeat-karhunen,tabpfn,1,0.9998472222222222,0.4532228700118139,0.3524356479756534,
mfeat-karhunen,tabpfn,2,0.9994722222222222,0.4127125410595909,0.3512148399604484,
mfeat-karhunen,tabpfn,3,0.999763888888889,0.4140559430234134,0.3519954619696364,
mfeat-karhunen,tabpfn,4,0.9999444444444444,0.4105829959735274,0.35201168700587,
mfeat-karhunen,tabicl,0,0.9999583333333334,0.3731915550306439,0.3443923399318009,
mfeat-karhunen,tabicl,1,0.9998541666666666,0.3286154550733045,0.1663791849277913,
mfeat-karhunen,tabicl,2,0.9994930555555556,0.3295267039211467,0.1667158569907769,
mfeat-karhunen,tabicl,3,0.9999305555555555,0.3282547979615628,0.1668500469531864,
mfeat-karhunen,tabicl,4,0.9999722222222222,0.3271507520694285,0.1665659530553966,
mfeat-morphological,random_forest,0,0.960138888888889,0.0952161479508504,0.013186122989282,
mfeat-morphological,random_forest,1,0.9463125,0.0923896050080657,0.0130967000732198,
mfeat-morphological,random_forest,2,0.956079861111111,0.091170308063738,0.0130743469344452,
mfeat-morphological,random_forest,3,0.9511597222222224,0.092256507021375,0.0131181220058351,
mfeat-morphological,random_forest,4,0.9591493055555556,0.0901842480525374,0.0130646319594234,
mfeat-morphological,xgboost,0,0.9663055555555558,0.3796461049932986,0.0032177260145545,
mfeat-morphological,xgboost,1,0.9488263888888888,0.1765112970024347,0.0031668409937992,
mfeat-morphological,xgboost,2,0.9599930555555556,0.173545636003837,0.0031513369176536,
mfeat-morphological,xgboost,3,0.9589583333333334,0.1727321039652452,0.0031062500784173,
mfeat-morphological,xgboost,4,0.9602777777777778,0.1744423429481685,0.0031182679813355,
mfeat-morphological,lightgbm,0,0.9639861111111112,0.2973457080079242,0.0052409010240808,
mfeat-morphological,lightgbm,1,0.9454722222222222,0.2934464260470122,0.0050215739756822,
mfeat-morphological,lightgbm,2,0.9585902777777776,0.2944379938999191,0.0061182091012597,
mfeat-morphological,lightgbm,3,0.9558819444444444,0.2906605739844963,0.004939483013004,
mfeat-morphological,lightgbm,4,0.95875,0.2946582520380616,0.0051393499597907,
mfeat-morphological,catboost,0,0.9690972222222224,2.420054596033878,0.0019742329604923,
mfeat-morphological,catboost,1,0.957465277777778,2.381469935993664,0.0024988640798255,
mfeat-morphological,catboost,2,0.962923611111111,2.372774336021393,0.0022950799902901,
mfeat-morphological,catboost,3,0.9622083333333332,2.37287867104169,0.0022230939939618,
mfeat-morphological,catboost,4,0.9666736111111112,2.3947606660658494,0.0019321999279782,
mfeat-morphological,tabpfn,0,0.9743541666666669,0.7430130370194092,1.211361441994086,
mfeat-morphological,tabpfn,1,0.9640069444444443,0.4448460850398987,0.3329334909794852,
mfeat-morphological,tabpfn,2,0.9706388888888888,0.4465637139510363,0.3363052270142361,
mfeat-morphological,tabpfn,3,0.9703611111111112,0.4458040420431644,0.3393690130906179,
mfeat-morphological,tabpfn,4,0.9712083333333332,0.4435042350087315,0.3372896231012419,
mfeat-morphological,tabicl,0,0.9748472222222222,0.2983857979997992,0.2692770219873637,
mfeat-morphological,tabicl,1,0.9635486111111112,0.4001636870671063,0.0698146269423887,
mfeat-morphological,tabicl,2,0.9704027777777778,0.2577333769295364,0.0703046879498288,
mfeat-morphological,tabicl,3,0.9713194444444444,0.2542945919558406,0.0705759420525282,
mfeat-morphological,tabicl,4,0.9723958333333332,0.2557679068995639,0.0704020420089364,
satimage,random_forest,0,0.9884098646184536,0.2040324399713426,0.0139436569297686,
satimage,random_forest,1,0.9899035761714754,0.2003121669404208,0.0137226079823449,
satimage,random_forest,2,0.990679719332546,0.2017688719788566,0.0136193629587069,
satimage,random_forest,3,0.9894707169431186,0.1995123840169981,0.0136733449762687,
satimage,random_forest,4,0.9898969368153784,0.2000225359806791,0.0137422770494595,
satimage,xgboost,0,0.9907023798129192,0.4685862630140036,0.0090103950351476,
satimage,xgboost,1,0.9907923814782084,0.2573552309768274,0.0081912539899349,
satimage,xgboost,2,0.9901149623626464,0.2580515600275248,0.0079436639789491,
satimage,xgboost,3,0.9904025385801236,0.2580781099386513,0.0087009639246389,
satimage,xgboost,4,0.9923202563967124,0.2557139620184898,0.0079600479220971,
satimage,lightgbm,0,0.9916199347785412,0.3197704500053078,0.0071402949979528,
satimage,lightgbm,1,0.9909517593452932,0.3158107319613918,0.0070218290202319,
satimage,lightgbm,2,0.99061944080317,0.3201736829942092,0.0074325709138065,
satimage,lightgbm,3,0.9902715312899744,0.316326861968264,0.0071096488973125,
satimage,lightgbm,4,0.9923214883832548,0.3150535010499879,0.0072207450866699,
satimage,catboost,0,0.9919007710859647,3.375755554996431,0.003582687000744,
satimage,catboost,1,0.9913954674479004,3.377885663998313,0.0031195250339806,
satimage,catboost,2,0.9915701274508302,3.356619989965111,0.0036834559869021,
satimage,catboost,3,0.9907779165532856,3.337107402039692,0.004128300002776,
satimage,catboost,4,0.9930194600640464,3.342371250037104,0.0032485079718753,
satimage,tabpfn,0,0.9959221329764874,0.7868915339931846,2.07052793900948,
satimage,tabpfn,1,0.9954761192439284,0.4800052680075168,0.7713685189373791,
satimage,tabpfn,2,0.9967733383654312,0.4174100649543106,0.7712318350095302,
satimage,tabpfn,3,0.9963252296673748,0.4175796679919585,0.7718148051062599,
satimage,tabpfn,4,0.9969835375822584,0.4102981719188392,0.7712046640226617,
satimage,tabicl,0,0.9950747046932256,0.5005834070034325,0.4754974509123713,
satimage,tabicl,1,0.9950820940567574,0.3504832979524508,0.3164560879813507,
satimage,tabicl,2,0.99598628211054,0.3579944870434701,0.3164211759576574,
satimage,tabicl,3,0.9964536331454004,0.3604141280520707,0.3173642229521647,
satimage,tabicl,4,0.9966767348794912,0.3576831229729578,0.3176879369420931,
eucalyptus,random_forest,0,0.9173114539186862,0.1020076889544725,0.0151630280306562,
eucalyptus,random_forest,1,0.8946090826489497,0.0949951839866116,0.0150288379518315,
eucalyptus,random_forest,2,0.9126873848785656,0.0958857940277084,0.0148884080117568,
eucalyptus,random_forest,3,0.9057457559835994,0.0973099890397861,0.014955329010263,
eucalyptus,random_forest,4,0.9228406311782936,0.0975717300316318,0.0149806559784337,
eucalyptus,xgboost,0,0.9151026333590516,0.3144790879450738,0.0044399959733709,
eucalyptus,xgboost,1,0.8963869348420843,0.1070312469964847,0.0042227719677612,
eucalyptus,xgboost,2,0.9216992478016336,0.1060044539626687,0.0042943289736285,
eucalyptus,xgboost,3,0.9004626991639979,0.1022914830828085,0.0041561229154467,
eucalyptus,xgboost,4,0.912247616502162,0.1051213060272857,0.0041915560141205,
eucalyptus,lightgbm,0,0.92086224104908,0.1379329920746386,0.003664699033834,
eucalyptus,lightgbm,1,0.8886703612994763,0.1350619469303637,0.0034383609890937,
eucalyptus,lightgbm,2,0.915763422981786,0.1363623680081218,0.0038573460187762,
eucalyptus,lightgbm,3,0.9133086007142184,0.1256853039376437,0.0036808929871767,
eucalyptus,lightgbm,4,0.9116522566548542,0.1363504400942474,0.0037075330037623,
eucalyptus,catboost,0,0.9312075044825534,15.897493014927022,0.0027003189316019,
eucalyptus,catboost,1,0.8905773436957368,16.435195515980013,0.0021606041118502,
eucalyptus,catboost,2,0.925614595049811,16.434184930985793,0.0023358470061793,
eucalyptus,catboost,3,0.9127510331753764,16.4641001309501,0.0024511379888281,
eucalyptus,catboost,4,0.9103516307568256,16.2017014460871,0.0024554160190746,
eucalyptus,tabpfn,0,0.939834495153666,0.7564979509916157,1.2207526279380545,
eucalyptus,tabpfn,1,0.9262997165443556,0.4707291509257629,0.5037144589005038,
eucalyptus,tabpfn,2,0.930422894149865,0.4101285029901191,0.3312347170431167,
eucalyptus,tabpfn,3,0.9141967457733088,0.4066687079612165,0.3310704820323735,
eucalyptus,tabpfn,4,0.940779188992176,0.4096457520499825,0.332131625036709,
eucalyptus,tabicl,0,0.942888694005424,0.2729594790143892,0.0961862079566344,
eucalyptus,tabicl,1,0.9238910795540212,0.430352411000058,0.0756163130281493,
eucalyptus,tabicl,2,0.9382989068431532,0.2658474729396403,0.0744473480153828,
eucalyptus,tabicl,3,0.9299372464730362,0.2678381740115583,0.0745052449638024,
eucalyptus,tabicl,4,0.9443811119655277,0.2643298279726878,0.074795218068175,
mfeat-zernike,random_forest,0,0.9669583333333334,0.1517963900696486,0.0134787200950086,
mfeat-zernike,random_forest,1,0.969548611111111,0.1469397409819066,0.0133844090159982,
mfeat-zernike,random_forest,2,0.963892361111111,0.1461926780175417,0.0133394920267164,
mfeat-zernike,random_forest,3,0.9637569444444444,0.1479579589795321,0.0133509489241987,
mfeat-zernike,random_forest,4,0.9735416666666664,0.1477882760809734,0.0132874640403315,
mfeat-zernike,xgboost,0,0.9679791666666668,0.7895264049293473,0.0076628309907391,
mfeat-zernike,xgboost,1,0.9704097222222222,0.5712063119281083,0.0068581120576709,
mfeat-zernike,xgboost,2,0.967326388888889,0.5637156679295003,0.006780034978874,
mfeat-zernike,xgboost,3,0.9656597222222224,0.5616164789535105,0.0077735260128974,
mfeat-zernike,xgboost,4,0.9691041666666668,0.5734505678992718,0.0068248430034145,
mfeat-zernike,lightgbm,0,0.9646666666666668,0.574583035078831,0.0056258849799633,
mfeat-zernike,lightgbm,1,0.9683541666666666,0.5712050599977374,0.005551484064199,
mfeat-zernike,lightgbm,2,0.9632013888888888,0.5778102950425819,0.0067105409689247,
mfeat-zernike,lightgbm,3,0.963722222222222,0.5700093179475516,0.0055666470434516,
mfeat-zernike,lightgbm,4,0.968701388888889,0.5781580939656124,0.0056752189993858,
mfeat-zernike,catboost,0,0.9759027777777776,13.814401387004182,0.0034792759688571,
mfeat-zernike,catboost,1,0.9764930555555555,13.515656643081456,0.002903948072344,
mfeat-zernike,catboost,2,0.9724444444444444,13.569756268057972,0.0036961589939892,
mfeat-zernike,catboost,3,0.9713402777777776,13.573184557957577,0.0028193530160933,
mfeat-zernike,catboost,4,0.9765277777777778,13.13590471004136,0.0027982810279354,
mfeat-zernike,tabpfn,0,0.9832708333333332,0.7212843809975311,1.2967597669921815,
mfeat-zernike,tabpfn,1,0.9845,0.4486883719218895,0.3541114759864285,
mfeat-zernike,tabpfn,2,0.9809861111111112,0.4432414630427956,0.3495910390047356,
mfeat-zernike,tabpfn,3,0.9845416666666664,0.4467219300568104,0.3498865190194919,
mfeat-zernike,tabpfn,4,0.9841458333333332,0.441884130006656,0.3502304719295352,
mfeat-zernike,tabicl,0,0.990451388888889,0.4482585210353136,0.327836574986577,
mfeat-zernike,tabicl,1,0.9915486111111113,0.3236079810885712,0.1345325380098074,
mfeat-zernike,tabicl,2,0.9928958333333334,0.2889807199826464,0.1352618460077792,
mfeat-zernike,tabicl,3,0.9932430555555556,0.2841908510308712,0.1343358949525281,
mfeat-zernike,tabicl,4,0.99325,0.2849275789922103,0.1348845530301332,
cmc,random_forest,0,0.683583222243744,0.1043252150993794,0.0148223829455673,
cmc,random_forest,1,0.7014234970660045,0.0958647050429135,0.0148997369688004,
cmc,random_forest,2,0.699421131856183,0.0959691799944266,0.0147173859877511,
cmc,random_forest,3,0.7203589032414311,0.0973729121033102,0.0148956419434398,
cmc,random_forest,4,0.7059712868167164,0.0965495659038424,0.0148379850434139,
cmc,xgboost,0,0.6997227557137254,0.2617745000170544,0.0029126210138201,
cmc,xgboost,1,0.7082547002615657,0.0548629529075697,0.002726332983002,
cmc,xgboost,2,0.6909118763474295,0.0548406390007585,0.0027467939071357,
cmc,xgboost,3,0.7161659323595644,0.055851986980997,0.0027402139967307,
cmc,xgboost,4,0.7375579815658228,0.0593196540139615,0.003308841958642,
cmc,lightgbm,0,0.7015109585161866,0.0900577299762517,0.0038074849871918,
cmc,lightgbm,1,0.7091168006272756,0.0883557030465453,0.0037088589742779,
cmc,lightgbm,2,0.7038993603309457,0.0884776839520782,0.0037332150386646,
cmc,lightgbm,3,0.7175763317133516,0.0893755429424345,0.0038077959325164,
cmc,lightgbm,4,0.7260898469250794,0.0890278340084478,0.0036558690480887,
cmc,catboost,0,0.7190665814359761,1.680147489067167,0.0020381479989737,
cmc,catboost,1,0.7453663128875517,1.6463275799760595,0.0023856461048126,
cmc,catboost,2,0.7138462794266563,1.6079759990097957,0.0022958919871598,
cmc,catboost,3,0.7367858008988639,1.6008612440200525,0.0021712960442528,
cmc,catboost,4,0.7240885113360891,1.58844876405783,0.0049375490052625,
cmc,tabpfn,0,0.7507535645569253,0.7313170350389555,1.1705865279072896,
cmc,tabpfn,1,0.7630065042741797,0.4480507019907236,0.3228558000409975,
cmc,tabpfn,2,0.755858488771099,0.4287844559876248,0.322903090971522,
cmc,tabpfn,3,0.7379629641263735,0.4066466889344156,0.4903600630350411,
cmc,tabpfn,4,0.7458348551773845,0.4131946290144697,0.322162997093983,
cmc,tabicl,0,0.746894683067099,0.2729919690173119,0.2689598489087075,
cmc,tabicl,1,0.7717316836769488,0.2930581069085747,0.0658082260051742,
cmc,tabicl,2,0.7467731559480121,0.2720748529536649,0.0669774089474231,
cmc,tabicl,3,0.7384092883232506,0.2711438750848174,0.1293658569920808,
cmc,tabicl,4,0.7485401307347348,0.3935386530356481,0.0663536889478564,
dresses-sales,random_forest,0,0.6713875205254516,0.085138892987743,0.0146173369139432,
dresses-sales,random_forest,1,0.5445402298850575,0.0822000140324235,0.0145237069809809,
dresses-sales,random_forest,2,0.5328407224958949,0.0742850890383124,0.0144379989942535,
dresses-sales,random_forest,3,0.6221264367816092,0.0816938469652086,0.0146710380213335,
dresses-sales,random_forest,4,0.5693760262725781,0.082333164056763,0.01449450396467,
dresses-sales,xgboost,0,0.6260262725779967,0.8563573790015653,0.0024352440377697,
dresses-sales,xgboost,1,0.5,0.0209756629774346,0.0023640980944037,
dresses-sales,xgboost,2,0.5467980295566502,0.0211490319343283,0.0023403230588883,
dresses-sales,xgboost,3,0.6666666666666667,0.0210148519836366,0.0023585699964314,
dresses-sales,xgboost,4,0.4798850574712644,0.0209669000469148,0.0023740730248391,
dresses-sales,lightgbm,0,0.6457307060755337,0.0154811999527737,0.0027133009862154,
dresses-sales,lightgbm,1,0.4800903119868637,0.0134866449516266,0.0025529409758746,
dresses-sales,lightgbm,2,0.5870279146141215,0.0132958790054544,0.0025626550195738,
dresses-sales,lightgbm,3,0.5837438423645319,0.0133909420110285,0.0026246079942211,
dresses-sales,lightgbm,4,0.5428981937602628,0.0134055030066519,0.0026329000247642,
dresses-sales,catboost,0,0.632183908045977,5.772489861003123,0.0014925439609214,
dresses-sales,catboost,1,0.4979474548440066,5.954955387976952,0.001301196985878,
dresses-sales,catboost,2,0.5669129720853858,5.908438057056628,0.001161138061434,
dresses-sales,catboost,3,0.6498357963875205,2.056766174035147,0.00217224098742,
dresses-sales,catboost,4,0.6165845648604269,2.073521650978364,0.0011346589308232,
dresses-sales,tabpfn,0,0.650656814449918,0.6882420389447361,1.0028408739017325,
dresses-sales,tabpfn,1,0.522167487684729,0.3891933870036155,0.2813879699679091,
dresses-sales,tabpfn,2,0.603448275862069,0.3444697619415819,0.2822141859214753,
dresses-sales,tabpfn,3,0.6986863711001642,0.340725417016074,0.2858646200038492,
dresses-sales,tabpfn,4,0.6096059113300492,0.3378903350094333,0.2796333939768374,
dresses-sales,tabicl,0,0.6683087027914614,0.3132037470350042,0.0731590840732678,
dresses-sales,tabicl,1,0.5258620689655172,0.2465189830400049,0.0431091190548613,
dresses-sales,tabicl,2,0.6256157635467979,0.2357915779575705,0.0435809349874034,
dresses-sales,tabicl,3,0.6469622331691296,0.2376785720698535,0.0437444209819659,
dresses-sales,tabicl,4,0.608784893267652,0.2372406770009547,0.0427511340240016,
numerai28.6,random_forest,0,0.5119489306938627,5.417977886972949,0.0826028760056942,
numerai28.6,random_forest,1,0.5130080676545449,5.179071504040621,0.0792269019875675,
numerai28.6,random_forest,2,0.5091050842391449,5.160032170941122,0.0721099179936572,
numerai28.6,random_forest,3,0.5192304678087818,5.339205182972364,0.076605302048847,
numerai28.6,random_forest,4,0.5170952218145416,5.380115362000652,0.0764297810383141,
numerai28.6,xgboost,0,0.5209594560691949,0.5612113180104643,0.0113558649318292,
numerai28.6,xgboost,1,0.5087104303713887,0.3562270129332319,0.0102773969992995,
